Id,StageName,CreatedDate,OpportunityId
0080h00002qlfGDAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNfnQAE
0080h00002qlfGEAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNfxQAE
0080h00002qlfGFAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNgRQAU
0080h00002qlfGGAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNglQAE
0080h00002qlfGHAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNgqQAE
0080h00002qlfGIAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNh0QAE
0080h00002qlfGJAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNhZQAU
0080h00002qlfGKAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goNheQAE
0080L00001PttyCQAR,Closed Lost,2017-03-03T01:06:05.000+0000,0060L00000goNiwQAE
0080L00001PttvcQAB,Warm: Buying Signals,2017-03-03T00:43:41.000+0000,0060L00000goNiwQAE
0080L00001PttvXQAR,Closed Lost,2017-03-03T00:43:37.000+0000,0060L00000goNiwQAE
0080L00001PrEBvQAN,Warm: Buying Signals,2017-02-03T22:36:33.000+0000,0060L00000goNiwQAE
0080L00001OpLFCQA3,Warm: Buying Signals,2017-01-25T22:41:28.000+0000,0060L00000goNiwQAE
0080L00001OnNFdQAN,Warm: Buying Signals,2017-01-03T22:14:58.000+0000,0060L00000goNiwQAE
0080L00001Oop0pQAB,Closed Lost,2017-01-20T00:28:18.000+0000,0060L00000goOOmQAM
0080L00001PrLCRQA3,Closed Lost,2017-02-06T17:27:30.000+0000,0060L00000goPmLQAU
0080L00001QtdiwQAB,Closed Lost,2017-04-03T21:39:34.000+0000,0060L00000goRGgQAM
0080L00001PrEJVQA3,Presentation Delivered,2017-02-03T22:47:16.000+0000,0060L00000goRGgQAM
0080h00002UQSlyAAH,Closed Lost,2018-03-23T23:08:52.000+0000,0060L00000goRSmQAM
0080h00002pJFq8AAG,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000goRSmQAM
0080L00001ZxGZ6QAN,Closed Lost,2018-02-12T20:38:13.000+0000,0060L00000goReEQAU
0080L00001PrFRkQAN,Closed Lost,2017-02-04T05:35:39.000+0000,0060L00000goRklQAE
0080h00002UQVwOAAX,Closed Lost,2018-03-26T16:40:44.000+0000,0060L00000goRt4QAE
0080h00002pJFteAAG,Closed Lost,2018-03-05T22:27:16.000+0000,0060L00000goRt4QAE
0080L00001PreEHQAZ,Closed Lost,2017-02-08T18:55:06.000+0000,0060L00000goT9UQAU
0080L00001Y0IziQAF,Closed Lost,2017-11-30T19:20:46.000+0000,0060L00000goUQmQAM
0080L00001QtnEJQAZ,Presentation Booked,2017-04-05T12:57:35.000+0000,0060L00000goUQmQAM
0080L00001Oo10VQAR,Closed Won,2017-01-11T04:31:24.000+0000,0060L00000goUdgQAE
0080L00001OnwsrQAB,Contract Sent,2017-01-10T17:27:22.000+0000,0060L00000goUdgQAE
0080L00001OnNBgQAN,Contract Sent,2017-01-03T22:08:06.000+0000,0060L00000goUdgQAE
0080L00001OnMqdQAF,Hot: Negotiation/Review,2017-01-03T21:35:46.000+0000,0060L00000goUdgQAE
0080L00001PreFZQAZ,Closed Lost,2017-02-08T18:56:20.000+0000,0060L00000goUt0QAE
0080L00001Sz7l5QAB,Closed Lost,2017-06-27T14:39:04.000+0000,0060L00000goUtUQAU
0080h00002qlfGLAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000goUu3QAE
0080L00001OoQnIQAV,Closed Lost,2017-01-16T20:02:52.000+0000,0060L00000goUzDQAU
0080h00002UQVpIAAX,Closed Lost,2018-03-26T16:22:36.000+0000,0060L00000goVDBQA2
0080h00002pJFtfAAG,Closed Lost,2018-03-05T22:27:16.000+0000,0060L00000goVDBQA2
0080L00001PtWucQAF,Closed Lost,2017-02-28T16:54:37.000+0000,0060L00000goVDBQA2
0080L00001PtCITQA3,Hot: Negotiation/Review,2017-02-24T18:18:48.000+0000,0060L00000goVDBQA2
0080L00001PsVYMQA3,Hot: Negotiation/Review,2017-02-17T17:56:46.000+0000,0060L00000goVDBQA2
0080L00001PsD5eQAF,Hot: Negotiation/Review,2017-02-15T04:41:25.000+0000,0060L00000goVDBQA2
0080L00001PrZK5QAN,Hot: Negotiation/Review,2017-02-07T23:20:57.000+0000,0060L00000goVDBQA2
0080L00001OpWlwQAF,Hot: Negotiation/Review,2017-01-27T18:06:39.000+0000,0060L00000goVDBQA2
0080L00001OpEJNQA3,Hot: Negotiation/Review,2017-01-25T07:10:56.000+0000,0060L00000goVDBQA2
0080L00001OpEJIQA3,Hot: Negotiation/Review,2017-01-25T07:10:44.000+0000,0060L00000goVDBQA2
0080L00001Op1LLQAZ,Warm: Buying Signals,2017-01-23T17:05:40.000+0000,0060L00000goVDBQA2
0080L00001Op1KrQAJ,Warm: Buying Signals,2017-01-23T17:05:26.000+0000,0060L00000goVDBQA2
0080L00001OooBLQAZ,Warm: Buying Signals,2017-01-19T21:58:05.000+0000,0060L00000goVDBQA2
0080L00001PreFKQAZ,Closed Lost,2017-02-08T18:56:06.000+0000,0060L00000goVOJQA2
0080L00001WgnAmQAJ,Closed Lost,2017-09-26T16:36:15.000+0000,0060L00000goVczQAE
0080L00001UdklHQAR,Presentation Delivered,2017-09-13T17:59:09.000+0000,0060L00000goVczQAE
0080L00001T0BUmQAN,Closed Lost,2017-07-06T20:58:08.000+0000,0060L00000goW7LQAU
0080L00001Ry0pCQAR,Hot: Negotiation/Review,2017-05-16T21:36:36.000+0000,0060L00000goW7LQAU
0080L00001RxputQAB,Presentation Delivered,2017-05-15T17:48:57.000+0000,0060L00000goW7LQAU
0080L00001Qtp2UQAR,Presentation Booked,2017-04-05T15:51:59.000+0000,0060L00000goW7LQAU
0080L00001Op3InQAJ,Closed Lost,2017-01-23T19:06:07.000+0000,0060L00000goW7LQAU
0080h00002qHdTgAAK,Closed Lost,2018-07-09T15:19:54.000+0000,0060L00000goWP0QAM
0080h00002qHdTbAAK,Presentation Delivered,2018-07-09T15:19:41.000+0000,0060L00000goWP0QAM
0080h00002qHdRuAAK,Presentation Delivered,2018-07-09T15:16:27.000+0000,0060L00000goWP0QAM
0080h00002qGWSeAAO,Warm: Buying Signals,2018-06-15T22:40:14.000+0000,0060L00000goWP0QAM
0080L00001PrDVLQA3,Closed Lost,2017-02-03T21:31:15.000+0000,0060L00000goWP0QAM
0080L00001PrPquQAF,Closed Lost,2017-02-06T21:22:23.000+0000,0060L00000goWRLQA2
0080L00001PrFkwQAF,Presentation Delivered,2017-02-04T22:42:36.000+0000,0060L00000goWRLQA2
0080L00001OnMnFQAV,Presentation Delivered,2017-01-03T21:31:29.000+0000,0060L00000goWRLQA2
0080L00001ZxGc0QAF,Closed Lost,2018-02-12T20:41:44.000+0000,0060L00000goWRuQAM
0080h00002UQSlFAAX,Closed Lost,2018-03-23T23:05:46.000+0000,0060L00000goWhsQAE
0080h00002pJFqAAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000goWhsQAE
0080L00001PrFPKQA3,Closed Lost,2017-02-04T04:27:26.000+0000,0060L00000goWhsQAE
0080L00001PrFWfQAN,Closed Lost,2017-02-04T15:13:41.000+0000,0060L00000goWriQAE
0080L00001ZxGZfQAN,Closed Lost,2018-02-12T20:38:45.000+0000,0060L00000goX3FQAU
0080L00001Pr3juQAB,Closed Lost,2017-02-02T19:16:28.000+0000,0060L00000goXUGQA2
0080L00001Op0TiQAJ,Presentation Delivered,2017-01-23T15:58:09.000+0000,0060L00000goXUGQA2
0080L00001QuxXdQAJ,Closed Lost,2017-04-19T12:52:10.000+0000,0060L00000goYVkQAM
0080L00001PrYxpQAF,Closed Lost,2017-02-07T22:07:50.000+0000,0060L00000goYVkQAM
0080h00002UQSgKAAX,Closed Lost,2018-03-23T22:28:35.000+0000,0060L00000goahcQAA
0080h00002pJFqBAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000goahcQAA
0080L00001PsvQUQAZ,Closed Lost,2017-02-22T19:06:15.000+0000,0060L00000goahcQAA
0080L00001YxOkUQAV,Closed Lost,2018-01-15T21:58:34.000+0000,0060L00000gobFAQAY
0080L00001PrFRBQA3,Closed Lost,2017-02-04T05:24:13.000+0000,0060L00000gocuzQAA
0080h00002UQScNAAX,Closed Lost,2018-03-23T22:00:39.000+0000,0060L00000god7oQAA
0080h00002pJFqCAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000god7oQAA
0080L00001RWqGnQAL,Closed Lost,2017-04-26T21:43:00.000+0000,0060L00000god7oQAA
0080L00001Qu0X0QAJ,Warm: Buying Signals,2017-04-06T21:13:57.000+0000,0060L00000god7oQAA
0080L00001PuRSbQAN,Warm: Buying Signals,2017-03-08T23:00:10.000+0000,0060L00000god7oQAA
0080L00001OpLQyQAN,Hot: Negotiation/Review,2017-01-25T23:16:01.000+0000,0060L00000god7oQAA
0080L00001Onpa6QAB,Closed Lost,2017-01-09T17:10:45.000+0000,0060L00000godMUQAY
0080h00002UQViqAAH,Closed Lost,2018-03-26T16:10:19.000+0000,0060L00000godUxQAI
0080h00002pJFqDAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000godUxQAI
0080L00001Y0TllQAF,Closed Lost,2017-12-01T20:05:07.000+0000,0060L00000godWKQAY
0080h00002qjhnpAAA,Closed Lost,2018-08-16T21:35:13.000+0000,0060L00000godd1QAA
0080h00002qjhnoAAA,Closed Lost,2018-08-16T21:35:12.000+0000,0060L00000godd1QAA
0080h00002qHlmdAAC,Warm: Buying Signals,2018-07-11T18:55:43.000+0000,0060L00000godd1QAA
0080L00001YxWdEQAV,Warm: Buying Signals,2018-01-17T04:14:57.000+0000,0060L00000godd1QAA
0080L00001YvMxnQAF,Warm: Buying Signals,2017-12-21T21:31:52.000+0000,0060L00000godd1QAA
0080L00001MbY42QAF,Warm: Buying Signals,2017-11-14T15:34:52.000+0000,0060L00000godd1QAA
0080L00001MbByZQAV,Warm: Buying Signals,2017-11-09T23:13:44.000+0000,0060L00000godd1QAA
0080L00001Wi43wQAB,Warm: Buying Signals,2017-10-05T16:24:53.000+0000,0060L00000godd1QAA
0080L00001Ud75yQAB,Warm: Buying Signals,2017-09-07T14:43:48.000+0000,0060L00000godd1QAA
0080L00001SyWWXQA3,Warm: Buying Signals,2017-06-21T16:46:30.000+0000,0060L00000godd1QAA
0080L00001RySffQAF,Warm: Buying Signals,2017-05-22T13:00:45.000+0000,0060L00000godd1QAA
0080L00001Qt692QAB,Warm: Buying Signals,2017-03-29T16:34:02.000+0000,0060L00000godd1QAA
0080L00001Ps4uWQAR,Presentation Delivered,2017-02-13T23:10:27.000+0000,0060L00000godd1QAA
0080L00001Ps4uRQAR,Presentation Booked,2017-02-13T23:10:16.000+0000,0060L00000godd1QAA
0080h00002UQVytAAH,Closed Lost,2018-03-26T16:48:47.000+0000,0060L00000godjnQAA
0080h00002pJFtgAAG,Closed Lost,2018-03-05T22:27:16.000+0000,0060L00000godjnQAA
0080L00001PrPlQQAV,Closed Lost,2017-02-06T21:18:13.000+0000,0060L00000godjnQAA
0080L00001OnNWoQAN,Presentation Delivered,2017-01-03T22:44:38.000+0000,0060L00000godjnQAA
0080L00001TwpUcQAJ,Closed Won,2017-08-10T21:17:45.000+0000,0060L00000godnGQAQ
0080L00001TwpUXQAZ,Contract Sent,2017-08-10T21:17:35.000+0000,0060L00000godnGQAQ
0080L00001TwpUNQAZ,Contract Sent,2017-08-10T21:17:20.000+0000,0060L00000godnGQAQ
0080L00001T23tYQAR,Contract Sent,2017-07-24T14:46:09.000+0000,0060L00000godnGQAQ
0080L00001SyOTwQAN,Contract Sent,2017-06-20T17:02:29.000+0000,0060L00000godnGQAQ
0080L00001S1ETsQAN,Contract Sent,2017-06-15T15:49:15.000+0000,0060L00000godnGQAQ
0080L00001S1ETdQAN,Contract Sent,2017-06-15T15:49:05.000+0000,0060L00000godnGQAQ
0080L00001RxoHtQAJ,Contract Sent,2017-05-15T15:58:17.000+0000,0060L00000godnGQAQ
0080L00001RxoQXQAZ,Contract Sent,2017-05-15T15:57:55.000+0000,0060L00000godnGQAQ
0080L00001RXdFiQAL,Contract Sent,2017-05-04T15:40:10.000+0000,0060L00000godnGQAQ
0080L00001RXdEfQAL,Contract Sent,2017-05-04T15:39:32.000+0000,0060L00000godnGQAQ
0080L00001QvLHZQA3,Contract Sent,2017-04-24T13:50:47.000+0000,0060L00000godnGQAQ
0080L00001QsPnPQAV,Contract Sent,2017-03-22T15:27:28.000+0000,0060L00000godnGQAQ
0080L00001PtctfQAB,Hot: Negotiation/Review,2017-03-01T00:37:15.000+0000,0060L00000godnGQAQ
0080L00001OnTomQAF,Hot: Negotiation/Review,2017-01-04T19:49:58.000+0000,0060L00000godnGQAQ
0080L00001ZxGdcQAF,Closed Lost,2018-02-12T20:44:04.000+0000,0060L00000gofUqQAI
0080L00001OpziCQAR,Closed Lost,2017-02-01T19:29:08.000+0000,0060L00000gofkUQAQ
0080L00001PuB1RQAV,Closed Lost,2017-03-06T20:58:43.000+0000,0060L00000gofyCQAQ
0080L00001PrEkqQAF,Presentation Delivered,2017-02-04T00:08:35.000+0000,0060L00000gofyCQAQ
0080L00001Y08eqQAB,Closed Lost,2017-11-29T21:29:41.000+0000,0060L00000gog5IQAQ
0080L00001UdgM8QAJ,Presentation Delivered,2017-09-13T05:21:29.000+0000,0060L00000gog5IQAQ
0080L00001T1MWsQAN,Presentation Delivered,2017-07-17T16:11:59.000+0000,0060L00000gog5IQAQ
0080L00001PrXnOQAV,Closed Lost,2017-02-07T20:24:08.000+0000,0060L00000gog5IQAQ
0080L00001PrPtyQAF,Presentation Delivered,2017-02-06T21:24:51.000+0000,0060L00000gog5IQAQ
0080h00002qlfGMAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000gogSvQAI
0080h00002UQSloAAH,Closed Lost,2018-03-23T23:08:37.000+0000,0060L00000gogT0QAI
0080h00002pJFqEAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000gogT0QAI
0080L00001OptHjQAJ,Closed Lost,2017-01-31T23:37:46.000+0000,0060L00000gogT0QAI
0080L00001OoofmQAB,Warm: Buying Signals,2017-01-19T23:06:19.000+0000,0060L00000gogT0QAI
0080h00002UQScXAAX,Closed Lost,2018-03-23T22:02:06.000+0000,0060L00000gohAOQAY
0080h00002pJFqFAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000gohAOQAY
0080L00001PuRIHQA3,Closed Lost,2017-03-08T22:24:30.000+0000,0060L00000gohAOQAY
0080L00001PuCQXQA3,Contract Sent,2017-03-07T00:04:09.000+0000,0060L00000gohAOQAY
0080L00001Pr1VbQAJ,Contract Sent,2017-02-02T15:39:48.000+0000,0060L00000gohAOQAY
0080L00001OooOOQAZ,Contract Sent,2017-01-19T22:27:13.000+0000,0060L00000gohAOQAY
0080L00001OooNuQAJ,Contract Sent,2017-01-19T22:26:22.000+0000,0060L00000gohAOQAY
0080L00001OntdnQAB,Contract Sent,2017-01-10T00:06:43.000+0000,0060L00000gohAOQAY
0080h00002pTTM6AAO,Closed Won,2018-04-18T18:55:50.000+0000,0060L00000gohHUQAY
0080L00001PsNBxQAN,Closed Won,2017-02-16T16:24:31.000+0000,0060L00000gohHUQAY
0080L00001PsC9pQAF,Contract Sent,2017-02-14T23:49:00.000+0000,0060L00000gohHUQAY
0080L00001PsC9fQAF,Contract Sent,2017-02-14T23:48:47.000+0000,0060L00000gohHUQAY
0080L00001OooNLQAZ,Contract Sent,2017-01-19T22:25:09.000+0000,0060L00000gohHUQAY
0080L00001PsucIQAR,Closed Lost,2017-02-22T17:46:01.000+0000,0060L00000gohQWQAY
0080L00001OooNBQAZ,Hot: Negotiation/Review,2017-01-19T22:24:53.000+0000,0060L00000gohQWQAY
0080L00001OnNOLQA3,Hot: Negotiation/Review,2017-01-03T22:27:50.000+0000,0060L00000gohQWQAY
0080L00001QutT8QAJ,Closed Lost,2017-04-18T17:04:10.000+0000,0060L00000gohtOQAQ
0080L00001Ptu03QAB,Closed Lost,2017-03-03T01:22:47.000+0000,0060L00000goiBNQAY
0080L00001PrETLQA3,Warm: Buying Signals,2017-02-03T23:04:49.000+0000,0060L00000goiBNQAY
0080L00001OptC5QAJ,Closed Lost,2017-01-31T23:27:53.000+0000,0060L00000goifcQAA
0080h00002qkV2tAAE,Closed Lost,2018-08-30T17:41:32.000+0000,0060L00000gojqVQAQ
0080L00001UdFD2QAN,Presentation Delivered,2017-09-08T14:08:00.000+0000,0060L00000gojqVQAQ
0080L00001SyrvXQAR,Presentation Delivered,2017-06-23T23:31:20.000+0000,0060L00000gojqVQAQ
0080L00001Pr1tPQAR,Presentation Delivered,2017-02-02T16:17:40.000+0000,0060L00000gojqVQAQ
0080L00001Oooa8QAB,Presentation Delivered,2017-01-19T22:52:17.000+0000,0060L00000gojqVQAQ
0080L00001OooYWQAZ,Warm: Buying Signals,2017-01-19T22:47:49.000+0000,0060L00000gojqVQAQ
0080L00001OooYRQAZ,Warm: Buying Signals,2017-01-19T22:47:29.000+0000,0060L00000gojqVQAQ
0080L00001QuxUjQAJ,Closed Lost,2017-04-19T12:32:38.000+0000,0060L00000gokHpQAI
0080L00001PrQ1xQAF,Closed Lost,2017-02-06T21:36:05.000+0000,0060L00000gokHpQAI
0080L00001PrPvBQAV,Presentation Delivered,2017-02-06T21:26:13.000+0000,0060L00000gokHpQAI
0080L00001ZxGkYQAV,Closed Lost,2018-02-12T20:52:32.000+0000,0060L00000gokPyQAI
0080L00001PrPfmQAF,Closed Lost,2017-02-06T21:13:00.000+0000,0060L00000gokQmQAI
0080L00001ZxGjGQAV,Closed Lost,2018-02-12T20:50:55.000+0000,0060L00000gokRVQAY
0080h00002qIGPSAA4,Closed Lost,2018-07-18T02:25:18.000+0000,0060L00000gokVmQAI
0080h00002UQSjEAAX,Closed Lost,2018-03-23T22:51:57.000+0000,0060L00000golYRQAY
0080h00002pJFqGAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000golYRQAY
0080L00001OoSDqQAN,Closed Lost,2017-01-16T22:31:00.000+0000,0060L00000golYRQAY
0080h00002UQVqCAAX,Closed Lost,2018-03-26T16:26:54.000+0000,0060L00000golkVQAQ
0080h00002pJFthAAG,Closed Lost,2018-03-05T22:27:16.000+0000,0060L00000golkVQAQ
0080L00001XzyXyQAJ,Closed Lost,2017-11-28T21:02:35.000+0000,0060L00000gom25QAA
0080L00001WjAvLQAV,Closed Lost,2017-10-16T21:38:53.000+0000,0060L00000gom3rQAA
0080L00001PuSAiQAN,Presentation Delivered,2017-03-09T00:53:46.000+0000,0060L00000gom3rQAA
0080L00001Pu1zJQAR,Warm: Buying Signals,2017-03-03T23:30:34.000+0000,0060L00000gom3rQAA
0080L00001MZcklQAD,Closed Lost,2017-10-27T15:21:29.000+0000,0060L00000h7zwvQAA
0080L00001MZ2rFQAT,Prospecting,2017-10-23T13:45:01.000+0000,0060L00000h7zwvQAA
0080h00002qlHEhAAM,Closed Lost,2018-09-16T00:53:59.000+0000,0060L00000h80flQAA
0080h00002qkcojAAA,Closed Lost,2018-09-04T06:35:03.000+0000,0060L00000h80flQAA
0080h00002qHloUAAS,Warm: Buying Signals,2018-07-11T19:01:41.000+0000,0060L00000h80flQAA
0080L00001Y2g5EQAR,Warm: Buying Signals,2017-12-21T00:55:38.000+0000,0060L00000h80flQAA
0080L00001Mb5bjQAB,Presentation Booked,2017-11-09T15:20:46.000+0000,0060L00000h80flQAA
0080L00001MZ67aQAD,Presentation Booked,2017-10-23T17:24:50.000+0000,0060L00000h80flQAA
0080L00001MZ66NQAT,Presentation Booked,2017-10-23T17:22:32.000+0000,0060L00000h80flQAA
0080L00001YxMRQQA3,Closed Lost,2018-01-15T17:41:24.000+0000,0060L00000h80hIQAQ
0080L00001MZ6DEQA1,Presentation Booked,2017-10-23T17:33:07.000+0000,0060L00000h80hIQAQ
0080L00001MZ6CVQA1,Presentation Booked,2017-10-23T17:31:47.000+0000,0060L00000h80hIQAQ
0080h00002pVHedAAG,Closed Lost,2018-05-24T16:27:30.000+0000,0060L00000h80uHQAQ
0080L00001MZ6w9QAD,Presentation Booked,2017-10-23T18:32:27.000+0000,0060L00000h80uHQAQ
0080L00001MZ6uIQAT,Presentation Booked,2017-10-23T18:31:11.000+0000,0060L00000h80uHQAQ
0080L00001Y06btQAB,Closed Lost,2017-11-29T19:27:46.000+0000,0060L00000h83z5QAA
0080L00001XzOXfQAN,Warm: Buying Signals,2017-11-22T19:30:53.000+0000,0060L00000h83z5QAA
0080L00001Mb66hQAB,Warm: Buying Signals,2017-11-09T15:53:13.000+0000,0060L00000h83z5QAA
0080L00001MZdgpQAD,Warm: Buying Signals,2017-10-27T16:51:47.000+0000,0060L00000h83z5QAA
0080L00001MZHswQAH,Presentation Booked,2017-10-24T20:45:43.000+0000,0060L00000h83z5QAA
0080L00001MZHqvQAH,Presentation Booked,2017-10-24T20:43:32.000+0000,0060L00000h83z5QAA
0080L00001MZHnDQAX,Prospecting,2017-10-24T20:39:22.000+0000,0060L00000h83z5QAA
0080L00001Y0IzjQAF,Closed Lost,2017-11-30T19:20:46.000+0000,0060L00000h85K4QAI
0080L00001MaTMNQA3,Presentation Delivered,2017-11-03T23:47:51.000+0000,0060L00000h85K4QAI
0080L00001MZMVTQA5,Presentation Booked,2017-10-25T15:33:37.000+0000,0060L00000h85K4QAI
0080L00001MZMPBQA5,Presentation Booked,2017-10-25T15:26:45.000+0000,0060L00000h85K4QAI
0080L00001Y063NQAR,Closed Won,2017-11-29T18:39:57.000+0000,0060L00000h85RFQAY
0080L00001Xz3o0QAB,Contract Sent,2017-11-20T15:44:12.000+0000,0060L00000h85RFQAY
0080L00001Xz3lGQAR,Contract Sent,2017-11-20T15:41:38.000+0000,0060L00000h85RFQAY
0080L00001Xz3kmQAB,Contract Sent,2017-11-20T15:41:07.000+0000,0060L00000h85RFQAY
0080L00001XyYxrQAF,Contract Sent,2017-11-15T05:26:30.000+0000,0060L00000h85RFQAY
0080L00001MZYlaQAH,Hot: Negotiation/Review,2017-10-26T20:09:28.000+0000,0060L00000h85RFQAY
0080L00001MZYacQAH,Hot: Negotiation/Review,2017-10-26T20:00:24.000+0000,0060L00000h85RFQAY
0080L00001MZYXiQAP,Hot: Negotiation/Review,2017-10-26T19:58:16.000+0000,0060L00000h85RFQAY
0080L00001MZOCsQAP,Presentation Booked,2017-10-25T17:42:33.000+0000,0060L00000h85RFQAY
0080L00001MZMshQAH,Prospecting,2017-10-25T15:57:13.000+0000,0060L00000h85RFQAY
0080h00002umSmqAAE,Closed Lost,2019-04-08T02:17:27.000+0000,0060L00000h85UxQAI
0080L00001ZyTwEQAV,Closed Lost,2018-02-23T22:20:29.000+0000,0060L00000h85UxQAI
0080L00001YxKDWQA3,Warm: Buying Signals,2018-01-15T13:36:30.000+0000,0060L00000h85UxQAI
0080L00001MZN9OQAX,Presentation Booked,2017-10-25T16:13:13.000+0000,0060L00000h85UxQAI
0080L00001MZN8GQAX,Presentation Booked,2017-10-25T16:12:13.000+0000,0060L00000h85UxQAI
0080L00001MZN7XQAX,Prospecting,2017-10-25T16:11:05.000+0000,0060L00000h85UxQAI
0080L00001YvgZuQAJ,Closed Lost,2017-12-27T16:57:18.000+0000,0060L00000h86CkQAI
0080L00001Y0SKPQA3,Hot: Negotiation/Review,2017-12-01T18:21:48.000+0000,0060L00000h86CkQAI
0080L00001XyeQXQAZ,Hot: Negotiation/Review,2017-11-15T18:53:43.000+0000,0060L00000h86CkQAI
0080L00001MbJs8QAF,Hot: Negotiation/Review,2017-11-10T23:44:06.000+0000,0060L00000h86CkQAI
0080L00001MbGz6QAF,Warm: Buying Signals,2017-11-10T17:41:34.000+0000,0060L00000h86CkQAI
0080L00001MZPTaQAP,Presentation Booked,2017-10-25T19:21:41.000+0000,0060L00000h86CkQAI
0080L00001MZPQWQA5,Presentation Booked,2017-10-25T19:19:02.000+0000,0060L00000h86CkQAI
0080h00002pVLfSAAW,Closed Lost,2018-05-25T18:20:37.000+0000,0060L00000h86IOQAY
0080L00001YvT4DQAV,Warm: Buying Signals,2017-12-22T23:07:36.000+0000,0060L00000h86IOQAY
0080L00001MbBtAQAV,Warm: Buying Signals,2017-11-09T23:00:45.000+0000,0060L00000h86IOQAY
0080L00001MaRGNQA3,Warm: Buying Signals,2017-11-03T20:45:56.000+0000,0060L00000h86IOQAY
0080L00001MZna1QAD,Presentation Delivered,2017-10-30T17:30:22.000+0000,0060L00000h86IOQAY
0080L00001MZPgyQAH,Presentation Booked,2017-10-25T19:36:15.000+0000,0060L00000h86IOQAY
