_,Id,StageName,CreatedDate,OpportunityId
[OpportunityHistory],0080h00002UQ3gRAAT,Hot: Negotiation/Review,2018-03-16T16:33:52.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080h00002UQ2FtAAL,Warm: Buying Signals,2018-03-15T21:58:40.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080h00002UPnVvAAL,Hot: Negotiation/Review,2018-03-09T21:58:58.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080h00002UPlLbAAL,Closed Lost,2018-03-08T22:42:26.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001ZwZavQAF,Warm: Buying Signals,2018-02-06T17:12:27.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001ZwZNrQAN,Presentation Delivered,2018-02-06T16:55:36.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001YxlPIQAZ,Presentation Delivered,2018-01-18T19:08:29.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001YxOwzQAF,Warm: Buying Signals,2018-01-15T22:47:48.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001YwPrtQAF,Warm: Buying Signals,2018-01-04T23:07:51.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001Y2ahIQAR,Warm: Buying Signals,2017-12-20T15:44:47.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001Xyh4qQAB,Warm: Buying Signals,2017-11-15T22:16:29.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001MahC4QAJ,Presentation Booked,2017-11-06T22:53:59.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080L00001MahC3QAJ,Presentation Booked,2017-11-06T22:53:58.000+0000,0060L00000h8Tf5QAE
[OpportunityHistory],0080h00002qjhzGAAQ,Closed Lost,2018-08-16T22:17:01.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080h00002qjhzHAAQ,Closed Lost,2018-08-16T22:17:01.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080h00002qHm2uAAC,Warm: Buying Signals,2018-07-11T19:49:20.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080h00002qGJPcAAO,Warm: Buying Signals,2018-06-12T16:21:54.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080L00001YyU2mQAF,Warm: Buying Signals,2018-01-25T14:16:44.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080L00001YxGe9QAF,Warm: Buying Signals,2018-01-12T22:45:33.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080L00001Y1Po1QAF,Presentation Delivered,2017-12-11T06:41:12.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080L00001Mb89PQAR,Presentation Booked,2017-11-09T18:27:43.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080L00001Mb89OQAR,Presentation Booked,2017-11-09T18:27:42.000+0000,0060L00000h8c1yQAA
[OpportunityHistory],0080L00001ZybPhQAJ,Closed Lost,2018-02-26T18:32:23.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001YzOXnQAN,Presentation Delivered,2018-02-01T23:22:04.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001YxlPXQAZ,Presentation Delivered,2018-01-18T19:08:46.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001Ywn5aQAB,Warm: Buying Signals,2018-01-09T16:43:54.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001Y2bKYQAZ,Warm: Buying Signals,2017-12-20T16:35:20.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001Y1CemQAF,Warm: Buying Signals,2017-12-07T20:43:01.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001Y0sKCQAZ,Warm: Buying Signals,2017-12-05T21:04:26.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001Y0pAnQAJ,Warm: Buying Signals,2017-12-05T17:18:24.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001XyWknQAF,Presentation Booked,2017-11-14T20:36:59.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080L00001XyWkoQAF,Presentation Booked,2017-11-14T20:36:59.000+0000,0060L00000h8knCQAQ
[OpportunityHistory],0080h00002UQhoUAAT,Closed Lost,2018-03-29T22:48:29.000+0000,0060L00000h9F9RQAU
[OpportunityHistory],0080L00001Y10E8QAJ,Presentation Delivered,2017-12-06T19:50:03.000+0000,0060L00000h9F9RQAU
[OpportunityHistory],0080L00001Y07ngQAB,Presentation Booked,2017-11-29T20:39:22.000+0000,0060L00000h9F9RQAU
[OpportunityHistory],0080L00001Y07nhQAB,Presentation Booked,2017-11-29T20:39:22.000+0000,0060L00000h9F9RQAU
[OpportunityHistory],0080h00002pTTMkAAO,Closed Won,2018-04-18T18:56:30.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080L00001YvS0jQAF,Closed Won,2017-12-22T18:20:15.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080L00001YvS0UQAV,Closed Won,2017-12-22T18:19:29.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080L00001Y0KOtQAN,Closed Won,2017-11-30T20:52:40.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080L00001Y0KHjQAN,Contract Sent,2017-11-30T20:48:13.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080L00001Y0IIPQA3,Contract Sent,2017-11-30T18:30:02.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080L00001Y0IHgQAN,Contract Sent,2017-11-30T18:29:36.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080L00001Y0IHhQAN,Contract Sent,2017-11-30T18:29:36.000+0000,0060L00000h9IpaQAE
[OpportunityHistory],0080h00002qGDOAAA4,Closed Lost,2018-06-10T14:15:00.000+0000,0060L00000h9Jy9QAE
[OpportunityHistory],0080L00001Zz9tMQAR,Warm: Buying Signals,2018-03-02T05:11:59.000+0000,0060L00000h9Jy9QAE
[OpportunityHistory],0080L00001YxGeTQAV,Warm: Buying Signals,2018-01-12T22:46:00.000+0000,0060L00000h9Jy9QAE
[OpportunityHistory],0080L00001Y1L5fQAF,Warm: Buying Signals,2017-12-08T23:32:18.000+0000,0060L00000h9Jy9QAE
[OpportunityHistory],0080L00001Y0N14QAF,Presentation Booked,2017-12-01T01:55:59.000+0000,0060L00000h9Jy9QAE
[OpportunityHistory],0080L00001Y0N15QAF,Presentation Booked,2017-12-01T01:55:59.000+0000,0060L00000h9Jy9QAE
[OpportunityHistory],0080h00002UQSfgAAH,Closed Lost,2018-03-23T22:26:07.000+0000,0060L00000i2S10QAE
[OpportunityHistory],0080h00002pJFqKAAW,Closed Lost,2018-03-05T22:27:12.000+0000,0060L00000i2S10QAE
[OpportunityHistory],0080L00001Opc1zQAB,Closed Lost,2017-01-29T22:44:17.000+0000,0060L00000i2S10QAE
[OpportunityHistory],0080L00001OpD7uQAF,Presentation Delivered,2017-01-24T22:42:25.000+0000,0060L00000i2S10QAE
[OpportunityHistory],0080L00001OpCzRQAV,Warm: Buying Signals,2017-01-24T22:19:33.000+0000,0060L00000i2S10QAE
[OpportunityHistory],0080L00001OooaNQAR,Contract Sent,2017-01-19T22:52:57.000+0000,0060L00000i2S10QAE
[OpportunityHistory],0080L00001Oo73pQAB,Contract Sent,2017-01-11T22:31:33.000+0000,0060L00000i2S10QAE
[OpportunityHistory],0080L00001PuFRMQA3,Closed Lost,2017-03-07T15:51:00.000+0000,0060L00000i2Y9ZQAU
[OpportunityHistory],0080L00001PuDADQA3,Presentation Delivered,2017-03-07T04:28:25.000+0000,0060L00000i2Y9ZQAU
[OpportunityHistory],0080L00001OppKtQAJ,Presentation Delivered,2017-01-31T17:46:46.000+0000,0060L00000i2Y9ZQAU
[OpportunityHistory],0080h00002UQVxvAAH,Closed Lost,2018-03-26T16:45:29.000+0000,0060L00000i2dHgQAI
[OpportunityHistory],0080h00002pJFtlAAG,Closed Lost,2018-03-05T22:27:16.000+0000,0060L00000i2dHgQAI
[OpportunityHistory],0080L00001QtbRjQAJ,Closed Lost,2017-04-03T18:44:03.000+0000,0060L00000i2eUzQAI
[OpportunityHistory],0080L00001PrQlCQAV,Closed Lost,2017-02-06T22:29:43.000+0000,0060L00000i2tQAQAY
[OpportunityHistory],0080L00001OnNZ4QAN,Presentation Delivered,2017-01-03T22:50:32.000+0000,0060L00000i2tQAQAY
[OpportunityHistory],0080L00001OoYtjQAF,Closed Lost,2017-01-17T21:18:53.000+0000,0060L00000i33r2QAA
[OpportunityHistory],0080L00001OnRLxQAN,Hot: Negotiation/Review,2017-01-04T17:28:42.000+0000,0060L00000i33r2QAA
[OpportunityHistory],0080L00001OnRLiQAN,Hot: Negotiation/Review,2017-01-04T17:28:32.000+0000,0060L00000i33r2QAA
[OpportunityHistory],0080L00001WjAsvQAF,Closed Lost,2017-10-16T21:35:37.000+0000,0060L00000i39M0QAI
[OpportunityHistory],0080L00001Pu207QAB,Presentation Delivered,2017-03-03T23:32:33.000+0000,0060L00000i39M0QAI
[OpportunityHistory],0080L00001PrXzPQAV,Presentation Delivered,2017-02-07T20:36:11.000+0000,0060L00000i39M0QAI
[OpportunityHistory],0080L00001OnJiHQAV,Presentation Delivered,2017-01-03T17:20:38.000+0000,0060L00000i39M0QAI
[OpportunityHistory],0080L00001OotJoQAJ,Closed Lost,2017-01-20T18:42:48.000+0000,0060L00000i3AJqQAM
[OpportunityHistory],0080L00001OooQoQAJ,Closed Lost,2017-01-19T22:32:46.000+0000,0060L00000i3AJqQAM
[OpportunityHistory],0080L00001PrFR1QAN,Closed Lost,2017-02-04T05:22:34.000+0000,0060L00000i3GKoQAM
[OpportunityHistory],0080h00002pTTPjAAO,Closed Won,2018-04-18T19:01:07.000+0000,0060L00000i3NOkQAM
[OpportunityHistory],0080L00001OntSkQAJ,Closed Lost,2017-01-09T23:24:18.000+0000,0060L00000i3nXBQAY
[OpportunityHistory],0080L00001OneQsQAJ,Contract Sent,2017-01-05T23:26:34.000+0000,0060L00000i3nXBQAY
[OpportunityHistory],0080h00002pTTKPAA4,Closed Won,2018-04-18T18:53:52.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001XzhmkQAB,Closed Won,2017-11-27T16:50:28.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001XzhPvQAJ,Contract Sent,2017-11-27T16:29:10.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001Mb2cgQAB,Contract Sent,2017-11-09T07:27:55.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001Mb2EFQAZ,Contract Sent,2017-11-09T06:40:05.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001Mb2EAQAZ,Contract Sent,2017-11-09T06:39:25.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001WiobXQAR,Contract Sent,2017-10-12T21:20:15.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001Wgv5pQAB,Contract Sent,2017-09-27T15:45:52.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001WgujtQAB,Hot: Negotiation/Review,2017-09-27T15:20:57.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001Wguj6QAB,Hot: Negotiation/Review,2017-09-27T15:20:29.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001UeOBGQA3,Hot: Negotiation/Review,2017-09-20T21:56:26.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001UeOAmQAN,Hot: Negotiation/Review,2017-09-20T21:53:43.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001UeOAcQAN,Hot: Negotiation/Review,2017-09-20T21:53:25.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001UeOASQA3,Hot: Negotiation/Review,2017-09-20T21:53:06.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001Ud4vmQAB,Hot: Negotiation/Review,2017-09-07T06:46:41.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001T1YWjQAN,Hot: Negotiation/Review,2017-07-18T21:00:07.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001SzT8eQAF,Presentation Booked,2017-06-29T20:29:28.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001SzT8AQAV,Warm: Buying Signals,2017-06-29T20:29:04.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001QtGNYQA3,Warm: Buying Signals,2017-03-30T19:03:12.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001QtGN9QAN,Warm: Buying Signals,2017-03-30T19:02:54.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001OoAyaQAF,Hot: Negotiation/Review,2017-01-12T18:22:50.000+0000,0060L00000i42KZQAY
[OpportunityHistory],0080L00001Pv12vQAB,Closed Lost,2017-03-15T15:13:39.000+0000,0060L00000i464ZQAQ
[OpportunityHistory],0080L00001Ry909QAB,Closed Lost,2017-05-17T22:04:12.000+0000,0060L00000i4DdfQAE
[OpportunityHistory],0080L00001Pu21PQAR,Warm: Buying Signals,2017-03-03T23:34:57.000+0000,0060L00000i4DdfQAE
[OpportunityHistory],0080L00001OpkX8QAJ,Warm: Buying Signals,2017-01-30T23:26:27.000+0000,0060L00000i4DdfQAE
[OpportunityHistory],0080L00001OocXwQAJ,Presentation Delivered,2017-01-18T15:34:46.000+0000,0060L00000i4DdfQAE
[OpportunityHistory],0080L00001QucUnQAJ,Closed Lost,2017-04-13T20:11:29.000+0000,0060L00000i4JegQAE
[OpportunityHistory],0080L00001QtRnKQAV,Hot: Negotiation/Review,2017-03-31T21:50:30.000+0000,0060L00000i4JegQAE
[OpportunityHistory],0080L00001QtRlJQAV,Hot: Negotiation/Review,2017-03-31T21:48:09.000+0000,0060L00000i4JegQAE
[OpportunityHistory],0080L00001QtRcCQAV,Warm: Buying Signals,2017-03-31T21:37:41.000+0000,0060L00000i4JegQAE
[OpportunityHistory],0080L00001OnbhvQAB,Warm: Buying Signals,2017-01-05T19:11:40.000+0000,0060L00000i4JegQAE
[OpportunityHistory],0080L00001QtSHPQA3,Closed Won,2017-03-31T22:55:33.000+0000,0060L00000i4NzAQAU
[OpportunityHistory],0080L00001QtS0TQAV,Closed Won,2017-03-31T22:03:25.000+0000,0060L00000i4NzAQAU
[OpportunityHistory],0080L00001QtIi4QAF,Contract Sent,2017-03-31T00:07:38.000+0000,0060L00000i4NzAQAU
[OpportunityHistory],0080L00001PrZLcQAN,Presentation Delivered,2017-02-07T23:28:53.000+0000,0060L00000i4NzAQAU
[OpportunityHistory],0080L00001OnNYVQA3,Presentation Booked,2017-01-03T22:49:00.000+0000,0060L00000i4NzAQAU
[OpportunityHistory],0080L00001OnNYLQA3,Presentation Booked,2017-01-03T22:48:08.000+0000,0060L00000i4NzAQAU
[OpportunityHistory],0080L00001QsEsjQAF,Closed Lost,2017-03-20T22:58:18.000+0000,0060L00000i4Vw0QAE
[OpportunityHistory],0080L00001Pumk3QAB,Hot: Negotiation/Review,2017-03-13T15:57:33.000+0000,0060L00000i4Vw0QAE
[OpportunityHistory],0080L00001OpMEoQAN,Warm: Buying Signals,2017-01-26T01:13:17.000+0000,0060L00000i4Vw0QAE
[OpportunityHistory],0080L00001Onq5TQAR,Presentation Booked,2017-01-09T17:53:18.000+0000,0060L00000i4Vw0QAE
[OpportunityHistory],0080L00001Onq4uQAB,Presentation Booked,2017-01-09T17:52:28.000+0000,0060L00000i4Vw0QAE
[OpportunityHistory],0080L00001MaPd5QAF,Closed Lost,2017-11-03T18:58:32.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001QtS5FQAV,Warm: Buying Signals,2017-03-31T22:14:24.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001Qs0ZsQAJ,Warm: Buying Signals,2017-03-17T16:11:15.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001PsnS3QAJ,Presentation Booked,2017-02-21T18:25:31.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001OphFAQAZ,Closed Lost,2017-01-30T18:33:28.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001OotQfQAJ,Presentation Delivered,2017-01-20T18:51:37.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001Onx5MQAR,Presentation Booked,2017-01-10T17:49:56.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001Onx3BQAR,Presentation Booked,2017-01-10T17:44:35.000+0000,0060L00000i4Y3HQAU
[OpportunityHistory],0080L00001Y0J00QAF,Closed Lost,2017-11-30T19:20:46.000+0000,0060L00000i4aRKQAY
[OpportunityHistory],0080L00001RXRhiQAH,Presentation Delivered,2017-05-03T00:43:24.000+0000,0060L00000i4aRKQAY
[OpportunityHistory],0080L00001QthMCQAZ,Warm: Buying Signals,2017-04-04T15:34:33.000+0000,0060L00000i4aRKQAY
[OpportunityHistory],0080L00001Qs4dFQAR,Warm: Buying Signals,2017-03-17T22:41:16.000+0000,0060L00000i4aRKQAY
[OpportunityHistory],0080L00001PuGn9QAF,Warm: Buying Signals,2017-03-07T18:06:03.000+0000,0060L00000i4aRKQAY
[OpportunityHistory],0080L00001Oo4j3QAB,Presentation Booked,2017-01-11T18:55:08.000+0000,0060L00000i4aRKQAY
[OpportunityHistory],0080L00001Oo4iPQAR,Presentation Booked,2017-01-11T18:54:29.000+0000,0060L00000i4aRKQAY
[OpportunityHistory],0080L00001ZxVZqQAN,Closed Lost,2018-02-14T19:17:41.000+0000,0060L00000i4eoYQAQ
[OpportunityHistory],0080L00001Qs3qhQAB,Presentation Booked,2017-03-17T21:07:33.000+0000,0060L00000i4eoYQAQ
[OpportunityHistory],0080L00001OoIwZQAV,Presentation Booked,2017-01-13T20:27:23.000+0000,0060L00000i4eoYQAQ
[OpportunityHistory],0080L00001OoIvfQAF,Presentation Booked,2017-01-13T20:25:11.000+0000,0060L00000i4eoYQAQ
[OpportunityHistory],0080h00002qlmlxAAA,Closed Lost,2018-09-27T20:14:57.000+0000,0060L00000i4zEmQAI
[OpportunityHistory],0080L00001UddiyQAB,Prospecting,2017-09-12T19:28:09.000+0000,0060L00000i4zEmQAI
[OpportunityHistory],0080L00001OpLhVQAV,Prospecting,2017-01-26T00:24:55.000+0000,0060L00000i4zEmQAI
[OpportunityHistory],0080h000030Yi56AAC,Closed Won,2019-09-30T17:43:11.000+0000,0060L00000i5GGhQAM
[OpportunityHistory],0080h00002pTTG8AAO,Closed Won,2018-04-18T18:44:54.000+0000,0060L00000i5GGhQAM
[OpportunityHistory],0080L00001PrELwQAN,Closed Won,2017-02-03T22:50:44.000+0000,0060L00000i5GGhQAM
[OpportunityHistory],0080L00001PrDFoQAN,Closed Won,2017-02-03T21:13:58.000+0000,0060L00000i5GGhQAM
[OpportunityHistory],0080L00001WhAejQAF,Closed Lost,2017-09-28T21:41:24.000+0000,0060L00000i5PKcQAM
[OpportunityHistory],0080L00001QsjCTQAZ,Presentation Delivered,2017-03-24T22:13:58.000+0000,0060L00000i5PKcQAM
[OpportunityHistory],0080L00001PrkDZQAZ,Presentation Booked,2017-02-09T17:17:49.000+0000,0060L00000i5PKcQAM
[OpportunityHistory],0080L00001PrkBsQAJ,Presentation Booked,2017-02-09T17:14:24.000+0000,0060L00000i5PKcQAM
[OpportunityHistory],0080L00001WipJ5QAJ,Closed Lost,2017-10-12T22:57:24.000+0000,0060L00000i5PiFQAU
[OpportunityHistory],0080L00001Prlh6QAB,Presentation Booked,2017-02-09T19:49:26.000+0000,0060L00000i5PiFQAU
[OpportunityHistory],0080L00001PrldTQAR,Presentation Booked,2017-02-09T19:45:46.000+0000,0060L00000i5PiFQAU
[OpportunityHistory],0080L00001Pv3DCQAZ,Closed Lost,2017-03-15T19:10:48.000+0000,0060L00000i5V81QAE
[OpportunityHistory],0080L00001PuS4zQAF,Hot: Negotiation/Review,2017-03-09T00:41:53.000+0000,0060L00000i5V81QAE
[OpportunityHistory],0080L00001Pu3zdQAB,Hot: Negotiation/Review,2017-03-05T15:40:43.000+0000,0060L00000i5V81QAE
[OpportunityHistory],0080L00001PtyfZQAR,Hot: Negotiation/Review,2017-03-03T18:27:09.000+0000,0060L00000i5V81QAE
[OpportunityHistory],0080L00001PsJrUQAV,Warm: Buying Signals,2017-02-16T00:08:13.000+0000,0060L00000i5V81QAE
[OpportunityHistory],0080L00001Ps2GAQAZ,Prospecting,2017-02-13T19:09:36.000+0000,0060L00000i5V81QAE
[OpportunityHistory],0080L00001MbBfNQAV,Closed Lost,2017-11-09T22:27:57.000+0000,0060L00000i5dbWQAQ
[OpportunityHistory],0080L00001QtITEQA3,Warm: Buying Signals,2017-03-30T22:43:35.000+0000,0060L00000i5dbWQAQ
[OpportunityHistory],0080L00001PsUKOQA3,Presentation Booked,2017-02-17T15:50:50.000+0000,0060L00000i5dbWQAQ
[OpportunityHistory],0080L00001PsUI8QAN,Presentation Booked,2017-02-17T15:47:04.000+0000,0060L00000i5dbWQAQ
[OpportunityHistory],0080L00001ZxHayQAF,Closed Lost,2018-02-12T22:18:37.000+0000,0060L00000i5w0cQAA
[OpportunityHistory],0080L00001PtMKjQAN,Presentation Booked,2017-02-27T16:33:03.000+0000,0060L00000i5w0cQAA
[OpportunityHistory],0080L00001PtMIiQAN,Presentation Booked,2017-02-27T16:30:52.000+0000,0060L00000i5w0cQAA
[OpportunityHistory],0080L00001QvAl5QAF,Closed Lost,2017-04-21T05:54:00.000+0000,0060L00000i5zPfQAI
[OpportunityHistory],0080L00001PuYxSQAV,Presentation Delivered,2017-03-09T21:28:28.000+0000,0060L00000i5zPfQAI
[OpportunityHistory],0080L00001PtajiQAB,Presentation Booked,2017-02-28T21:30:46.000+0000,0060L00000i5zPfQAI
[OpportunityHistory],0080L00001PtagUQAR,Presentation Booked,2017-02-28T21:28:11.000+0000,0060L00000i5zPfQAI
[OpportunityHistory],0080L00001WjdI6QAJ,Closed Lost,2017-10-19T21:21:44.000+0000,0060L00000i69AUQAY
[OpportunityHistory],0080L00001Quai4QAB,Warm: Buying Signals,2017-04-13T17:09:35.000+0000,0060L00000i69AUQAY
[OpportunityHistory],0080L00001QuahaQAB,Warm: Buying Signals,2017-04-13T17:08:43.000+0000,0060L00000i69AUQAY
[OpportunityHistory],0080L00001Pu9N1QAJ,Presentation Booked,2017-03-06T18:48:14.000+0000,0060L00000i69AUQAY
[OpportunityHistory],0080L00001Pu9KRQAZ,Presentation Booked,2017-03-06T18:44:32.000+0000,0060L00000i69AUQAY
[OpportunityHistory],0080h00002pTTMGAA4,Closed Won,2018-04-18T18:55:56.000+0000,0060L00000i6LQBQA2
[OpportunityHistory],0080L00001UdtGVQAZ,Closed Won,2017-09-14T18:48:34.000+0000,0060L00000i6LQBQA2
[OpportunityHistory],0080L00001UdixfQAB,Contract Sent,2017-09-13T15:21:33.000+0000,0060L00000i6LQBQA2
[OpportunityHistory],0080L00001UcsC7QAJ,Contract Sent,2017-09-05T19:57:14.000+0000,0060L00000i6LQBQA2
[OpportunityHistory],0080L00001TweKlQAJ,Contract Sent,2017-08-09T18:10:06.000+0000,0060L00000i6LQBQA2
[OpportunityHistory],0080L00001TweKbQAJ,Contract Sent,2017-08-09T18:09:44.000+0000,0060L00000i6LQBQA2
